1;4;0;0
2;8;0;0
3;12;0;0
4;3;0;12
5;7;0;12
6;11;0;12
7;2;0;23
8;6;0;23
9;10;0;23
10;2;0;33
11;6;0;33
12;10;0;33
13;2;0;43
14;6;0;43
15;10;0;43
16;2;0;53
17;6;0;53
18;10;0;53
19;2;0;63
20;6;0;63
21;10;0;63
22;2;0;73
23;6;0;73
24;10;0;73
25;2;0;83
26;6;0;83
27;10;0;83
28;2;0;93
29;6;0;93
30;10;0;93
31;2;0;103
32;6;0;103
33;10;0;103
34;2;0;113
35;6;0;113
36;10;0;113
37;2;0;123
38;6;0;123
39;10;0;123
40;2;0;133
41;6;0;133
42;10;0;133
43;2;0;143
44;6;0;143
45;10;0;143
46;2;0;153
47;6;0;153
48;10;0;153
49;2;0;163
50;6;0;163
51;10;0;163
52;2;0;173
53;6;0;173
54;10;0;173
55;2;0;183
56;6;0;183
57;10;0;183
58;2;0;193
59;6;0;193
60;10;0;193
61;2;0;203
62;6;0;203
63;10;0;203
64;2;0;213
65;6;0;213
66;10;0;213
67;2;0;223
68;6;0;223
69;10;0;223
70;2;0;233
71;6;0;233
72;10;0;233
73;2;0;243
74;6;0;243
75;10;0;243
76;2;0;253
77;6;0;253
78;10;0;253
79;2;0;263
80;6;0;263
81;10;0;263
82;2;0;273
83;6;0;273
84;10;0;273
85;2;0;283
86;6;0;283
87;10;0;283
88;2;0;293
89;6;0;293
90;10;0;293
91;2;0;303
92;6;0;303
93;10;0;303
94;2;0;313
95;6;0;313
96;10;0;313
97;2;0;323
98;6;0;323
99;10;0;323
100;2;0;333
